epoch,train_loss,eval_loss,eval_prec1,eval_prec5
0,6.948200955570077,6.907950490875244,0.1,0.5
1,6.277648624089315,6.913105143127441,0.1,0.5
2,4.6659472856780795,6.965223368530274,0.1,0.5
3,4.081758754049464,7.130282129058838,0.1,0.5
4,3.9260012787118326,7.247996211547852,0.1,0.5
5,3.8856215979174364,7.273630881958008,0.1,0.4999999998474121
6,3.7565251052331963,7.275717197418213,0.1,0.5060000000190735
7,3.6955143366690923,7.2109333139038085,0.1940000001525879,0.6639999983215332
8,3.6468994399245314,6.221027243957519,4.192000004272461,10.753999991455078
9,3.597740869346759,5.264891672973633,11.928000006713868,26.20999996459961
10,3.5755507701116023,3.5035858589935303,32.1080000012207,56.13199997314453
11,3.555766953743524,2.5694514860916136,45.61000004394531,70.97199999511719
12,3.5185873429361676,2.3160490772628783,49.54799998046875,74.41799998291016
13,3.502164623339018,2.085310273399353,53.39400004150391,77.27799997802734
14,3.48936612352574,1.956369274787903,55.59799998779297,79.15599997558594
15,3.463587727859247,1.8603045212173461,57.25199992919922,80.55199994384766
16,3.45429897575165,1.817223670539856,58.073999978027345,81.00399996826172
17,3.4463642532591052,1.80773184009552,58.140000004882815,81.22000002197265
18,3.417555352957319,1.747846798362732,59.396,82.04999999023437
19,3.412154454312069,1.724791338005066,59.72600002441406,82.31999998779297
20,3.4110760120846195,1.7047845009231568,60.093999921875,82.61400001464844
21,3.3876673725487993,1.6782446545028686,60.57399997314453,82.9840000366211
22,3.3807006833269346,1.655146530418396,60.93399997070313,83.2460000366211
23,3.376676815495693,1.6553042386627197,61.05200002197266,83.29999998779297
24,3.354999467813902,1.6539766585922242,61.07599997070312,83.29800001464844
25,3.354180916131353,1.9836747996520996,54.20400001220703,78.45200001953125
26,3.350659233012455,1.759304804420471,58.87600003417969,81.93000002197266
27,3.325531007765199,1.6743125665664673,60.45399991943359,83.07600001953125
28,3.3275409829225855,1.690990800819397,60.201999997558595,82.88399998535156
29,3.322891567917846,1.651237837524414,61.057999963378904,83.40399993652343
30,3.3030808325484693,1.6374070318222045,61.38599994140625,83.53999993652344
31,3.3002275890774198,1.6069136795043946,61.92599994140625,83.94599998779297
32,3.300828312988952,1.5836712417030334,62.39000001708985,84.36200001220703
33,3.279380219636394,1.5586094626426696,62.88399993896484,84.67599993408203
34,3.279196713086989,1.5545856214523315,62.79199994140625,84.79000001220703
35,3.2786921563861275,1.538313124065399,63.2119999609375,85.01199993164063
36,3.2577507343414207,1.5528537479019164,62.89199998779297,84.74599998535156
37,3.2574824057608773,1.5318940840148927,63.2780000390625,85.09800003662109
38,3.2550008153076844,1.5283861573410034,63.40800001220703,85.10999995849609
39,3.2382670103503073,1.5089697156906128,63.89399998535156,85.34799993164063
40,3.237208799873706,1.5071003992652894,64.04800003662109,85.44199998291016
41,3.235173515183367,1.5380384348106384,63.4220000390625,85.01399998046875
42,3.21659290323631,1.5063818745803832,64.0819999584961,85.47200000732421
43,3.218463529214013,1.5792288946151734,62.50000001953125,84.42400001220703
44,3.2162377626585257,1.5279537711524964,63.68800001953125,85.1479999584961
45,3.1965950896128192,1.5035230298042297,64.21200004150391,85.5059999560547
46,3.1962953673468695,1.4762165249061585,64.73600001220703,85.86599998291015
47,3.1954787825699524,1.47675574344635,64.74000003417969,85.74999998291015
48,3.177639968961263,1.4540524745750427,65.15200003662109,86.19399998046875
49,3.1796374695478296,1.4503313969612122,65.17000000976563,86.20399992675782
50,3.175325343839461,1.477977532749176,64.79199998291016,85.94599992919922
51,3.161206894736591,1.4493365925407409,65.3060000366211,86.26399998046875
52,3.1600878159586285,1.4414865012550353,65.15200003662109,86.40600003173829
53,3.161975786649733,1.4566703164100647,65.06399993652344,86.28000003173828
54,3.143621830059756,1.4742072471809387,64.6440000366211,85.94600003417969
55,3.144570593353656,1.4472546884155273,65.19200001220703,86.32199998046875
56,3.1413694743058094,1.4226466244888305,65.72599993164063,86.68600003173827
57,3.1271405301982167,1.4935884927558898,64.2460000390625,85.63600003417969
58,3.1277731247276046,1.4404269492530823,65.42200000732421,86.35399992919922
59,3.1242475477244547,1.4239574339103698,65.71999993408203,86.69599992919922
60,3.1087077458699546,1.4063090648269654,66.20799995605469,86.93400000732422
61,3.107677869564242,1.3987083155822755,66.33800003417969,86.98799995361328
62,3.105863999786804,1.4002255073165895,66.31800000732422,87.01600003173829
63,3.0891007038233855,1.3938761122894288,66.46399998046876,87.08399992919922
